reviews,class
"the title is taken from the writings of ralph waldo emerson describing the life of a traveler as 'anywhere but here . ' 
",negative
"tomb raider . 
",negative
"walt disney studios may have finally met its match with the lush animation in twentieth century fox's anastasia . 
",negative
"here's something to chew on : what's the favorite food of big , cheesy-looking special effects monsters like the one lurking in the bowels of a luxury liner in deep rising ? 
",negative
"this is an adaptation of h . g . wells' acclaimed novel 'the invisible man' . 
",negative
"eddie murphy has a lot riding on harlem nights . 
",negative
"because no one demanded it : david duchovny in a romantic comedy ! 
",negative
"i'm not sure if silvio horta wrote urban legend before or after the success of scream , but i'm guessing after just because it seems he may not have had time to write a second draft . 
",negative
"drew barrymore is beginning to corner the market on playing the girl outside - the one who's the awkward klutz or the spunky do-it-yourselfer ; the one who just doesn't fit in with the others . 
",negative
" "" come on , silent bob ! 
",negative
"let me begin by saying that this is easily the worst movie in the entire official ( and even unofficial ) james bond series . 
",negative
"since director steven zaillian previously wrote the powerful screenplay for 1993's steven spielberg drama "" schindler's list "" and directed 1993's intelligent "" searching for bobby fischer , "" his new film , "" a civil action , "" should most likely be looked upon as an unfortunate misstep in an otherwise prosperous career . 
",negative
"synopsis : al simmons , top-notch assasin with a guilty conscience , dies in a fiery explosion and goes to hell . 
",negative
"i can't recall a previous film experience where the fairly good time i was having turned as sour as quickly as it did during feeling minnesota . 
",negative
"wolfgang petersen's latest , the perfect storm , is like a pineapple . 
",negative
"synopsis : valerie , a high school junior who doesn't look a day under 22 , writes bad poetry , complains about how much she hates school , fantasizes about a young guy on trial for raping and murdering six women , chooses him as a pen pal , and plays hooky to see him in court . 
",negative
"a highly intelligent life form that is completely electronic in nature , beams itself onto a russian science vessel . 
",negative
"this movie is based off the wildly popular video-game series of the same name . 
",negative
"studio 54 attracted so many weird and bizarre people to its gates that it's a wonder why the film about the life and death of the studio centers itself on one very boring , cliched individual , not to mention an ensemble of people who wouldn't be at all fascinating unless they worked at the studio , which they did according to this film . 
",negative
"in the past , tim burton has taken cinema by storm with the action packed batman , and the hilarious ed wood , but lately his films just don't cut it . 
",negative
"plot : a rich psychiatrist with a great home life gets his cute daughter kidnapped by some bad guys who want him to extract some information from the mind of one of his nutty patients . 
",negative
"i wish more films would take on issues of faith and morality in the modern world . 
",negative
"the high school comedy seems to be a hot genre of the moment . 
",negative
"capsule : a wild jungle woman and an 11-story gorilla are discovered in tibet and taken to hong kong where the gorilla escapes and causes havoc . 
",negative
"`the bachelor' is one of the best terrible movies you will ever see . 
",negative
"topless women talk about their lives falls into that category that i mentioned in the devil's advocate : movies that have a brilliant beginning but don't know how to end . 
",negative
"beware of movies with the director's name in the title . 
",negative
"august and september are a wasteland when it comes to children's films , and october is a dumping ground for munchkin movies the studios don't want to see slaughtered against family-oriented thanksgiving films . 
",negative
